"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
685,"Network People Services Technologies Ltd","NPST","1,796.3","0.79%","39,440","i.t","computers - software - medium / small","smallcap",""
686,"Pg Electroplast Limited","PGEL","518.5","0.79%","4,83,547","consumer discretionary","electronics - components","midcap",""
687,"Chamanlal Setia Exports Ltd","CLSEL","294.7","0.79%","21,698","fmcg","food - processing - indian","smallcap",""
688,"Gujarat Ambuja Exports Limited","GAEL","163.87","0.79%","5,46,758","fmcg","miscellaneous","midcap",""
689,"Vibhor Steel Tubes Ltd","VSTL","113.76","0.79%","3,529","metals & mining","steel - medium / small","smallcap",""
690,"India Motor Parts And Accessories Limited","IMPAL","1,064.2","0.78%","1,471","auto","auto ancillaries","smallcap",""
691,"HDFC Life Insurance Company Ltd","HDFCLIFE","531","0.78%","42,85,606","financials","finance & investments","largecap",""
692,"Capital Small Finance Bank Ltd","CAPITALSFB","282.75","0.78%","15,817","bank","banks - private sector","smallcap",""
693,"D.b.corp Limited","DBCORP","181.71","0.78%","40,295","media","entertainment / electronic media software","smallcap",""
694,"Ucal Ltd","UCAL","142.56","0.78%","4,127","auto","auto ancillaries","smallcap",""
695,"Aarvi Encon Ltd","AARVI","136.91","0.78%","7,911","miscellaneous","miscellaneous","smallcap",""
696,"HDFC Gold ETF","HDFCGOLD","128.63","0.78%","87,19,548","indices","indices","smallcap",""
697,"Grasim Industries Limited","GRASIM","3,191","0.77%","7,73,413","textiles","textiles - manmade","largecap",""
698,"Ind-swift Laboratories Limited","INDSWFTLAB","404.35","0.77%","4,41,614","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
699,"Prince Pipes & Fittings Ltd","PRINCEPIPE","261.8","0.77%","78,264","plastic products","plastics products","smallcap",""
700,"Shree Cements Limited","SHREECEM","22,520","0.76%","10,112","building materials","cement - north india","largecap",""
701,"Jubilant Pharmova Ltd","JUBLPHARMA","1,071.95","0.76%","1,56,277","healthcare","pharmaceuticals - indian - bulk drugs","midcap",""
702,"Mindteck (india) Limited","MINDTECK","156.55","0.76%","10,484","i.t","computers - software - medium / small","smallcap",""
703,"Rajshree Sugars & Chemicals Limited","RAJSREESUG","31.81","0.76%","6,44,442","fmcg","sugar","smallcap",""
704,"Thejo Engineering Ltd","THEJO","2,185","0.75%","4,584","industrials","engineering","smallcap",""
705,"Diffusion Engineers Ltd","DIFFNKG","430.45","0.75%","64,101","industrials","electrodes - welding equipment","smallcap",""
706,"Life Insurance Corporation of India Ltd","LICI","409.05","0.75%","1,15,94,970","financials","finance & investments","largecap",""
707,"Motilal Oswal Gold ETF","MOGOLD","148.7","0.75%","8,891","indices","indices","smallcap",""
708,"Union Gold ETF","UNIONGOLD","147.55","0.75%","478","indices","indices","smallcap",""
709,"Kohinoor Foods Limited","KOHINOOR","31.05","0.75%","90,283","fmcg","food - processing - indian","smallcap",""
710,"Shree Tirupati Balajee Agro Trading Co. Ltd","BALAJEE","25.57","0.75%","21,064","industrials","packaging","smallcap",""
711,"Thangamayil Jewellery Limited","THANGAMAYL","5,134.5","0.74%","33,970","consumer discretionary","diamond cutting / jewellery","midcap",""
712,"Graphite India Limited","GRAPHITE","820.7","0.74%","13,51,331","industrials","electrodes - graphites","midcap",""
713,"Iti Limited","ITI","252.9","0.74%","96,575","aerospace & defence","telecommunications - equipment","largecap",""
714,"Edelweiss Gold ETF","EGOLD","150.4","0.74%","1,95,047","indices","indices","smallcap",""
715,"Asian Hotels (east) Limited","AHLEAST","137.42","0.74%","3,103","services","hotels","smallcap",""
716,"Om Infra Ltd","OMINFRAL","79.03","0.74%","35,345","realty","engineering - turnkey services","smallcap",""
717,"Onmobile Global Limited","ONMOBILE","52.81","0.74%","26,131","telecom-service","telecommunications - service provider","smallcap",""
718,"Dcw Limited","DCW","48.72","0.74%","13,96,410","energy","petrochemicals","smallcap",""
719,"Prime Securities Limited","PRIMESECU","301.9","0.73%","39,045","financials","finance & investments","smallcap",""
720,"Omaxe Limited","OMAXE","118.53","0.73%","8,22,641","realty","construction","smallcap",""
721,"Eldeco Housing & Industries Ltd","ELDEHSG","765.5","0.72%","348","realty","construction","smallcap",""
722,"Innovana Thinklabs Ltd","INNOVANA","301","0.72%","42,530","i.t","computers - software - medium / small","smallcap",""
723,"BCL Industries Ltd","BCLIND","33.72","0.72%","7,86,893","fmcg","breweries & distilleries","smallcap",""
724,"Zerodha Gold ETF","GOLDCASE","23.67","0.72%","50,79,230","indices","indices","smallcap",""
725,"Peninsula Land Limited","PENINLAND","16.7","0.72%","1,32,272","realty","construction","smallcap",""
726,"Honeywell Automation India Limited","HONAUT","33,865","0.71%","1,266","consumer discretionary","electronics - components","largecap",""
727,"Amber Enterprises India Ltd","AMBER","6,960","0.71%","99,885","consumer discretionary","air-conditioners","largecap",""
728,"Welspun Enterprises Limited","WELENT","754.5","0.71%","2,83,394","realty","construction","midcap",""
729,"Arvind Fashions Ltd","ARVINDFASN","417.2","0.71%","2,53,117","services","trading","midcap",""
730,"L&T Finance Ltd","LTF","284","0.71%","61,84,736","financials","finance & investments","largecap",""
731,"Dam Capital Advisors Ltd","DAMCAPITAL","138.18","0.71%","1,77,289","financials","finance & investments","smallcap",""
732,"Motilal Oswal Midcap 100 ETF","MOM100","66.36","0.71%","5,01,249","indices","indices","smallcap",""
733,"Aro Granite Industries Limited","AROGRANITE","24.14","0.71%","2,286","consumer discretionary","miscellaneous","smallcap",""
734,"Take Solutions Limited","TAKE","15.51","0.71%","1,44,138","healthcare","miscellaneous","smallcap",""
735,"Steel Strips Wheels Limited","SSWL","378.75","0.7%","16,50,357","auto","auto ancillaries","midcap",""
736,"Renaissance Global Ltd","RGL","167.47","0.7%","4,71,415","consumer discretionary","diamond cutting / jewellery","smallcap",""
737,"Mirae Asset Gold ETF","GOLDETF","146.34","0.7%","5,20,173","indices","indices","smallcap",""
738,"Aditya Birla Sun Life Gold ETF","BSLGOLDETF","132.4","0.7%","19,31,415","indices","indices","smallcap",""
739,"Alldigi Tech Ltd","ALLDIGI","776.95","0.69%","2,008","i.t","computers - software - medium / small","smallcap",""
740,"RHI Magnesita India Ltd","RHIM","386.45","0.69%","2,81,131","building materials","refractories / intermediates","midcap",""
741,"Keystone Realtors Ltd","RUSTOMJEE","366.5","0.69%","5,37,143","realty","construction","smallcap",""
742,"Kakatiya Cement Sugar & Industries Limited","KAKATCEM","106.72","0.69%","1,484","building materials","cement - south india","smallcap",""
743,"Tata Gold Exchange Traded Fund","TATAGOLD","14.62","0.69%","3,77,75,952","indices","indices","smallcap",""
744,"Vardhman Polytex Limited","VARDMNPOLY","5.85","0.69%","88,139","textiles","textiles - cotton/blended","smallcap",""
745,"Dixon Technologies Ltd","DIXON","13,390","0.68%","2,76,046","consumer discretionary","electronics - consumer","largecap",""
746,"Gland Pharma Ltd","GLAND","2,917.2","0.68%","1,24,312","healthcare","pharmaceuticals - indian - formulations","largecap",""
747,"Motilal Oswal Financial Services Limited","MOTILALOFS","1,029","0.68%","8,66,039","financials","finance & investments","largecap",""
748,"Kansai Nerolac Paints Limited","KANSAINER","180.63","0.68%","1,53,445","building materials","paints / varnishes","midcap",""
749,"UTI - Gold Exchange Traded Fund","GOLDBETA","126.65","0.68%","4,49,086","indices","indices","smallcap",""
750,"Asian Granito India Limited","ASIANTILES","50.69","0.68%","7,88,714","building materials","ceramics - tiles / sanitaryware","smallcap",""
751,"Groww Gold ETF","GROWWGOLD","14.7","0.68%","8,43,288","indices","indices","smallcap",""
752,"Indowind Energy Limited","INDOWIND","8.88","0.68%","81,711","power & utilities","power generation and supply","smallcap",""
753,"Astron Paper & Board Mill Ltd","ASTRON","2.97","0.68%","10,627","building materials","paper","smallcap",""
754,"CARE Ratings Ltd","CARERATING","1,627.6","0.67%","14,444","financials","miscellaneous","smallcap",""
755,"Brainbees Solutions Ltd","FIRSTCRY","180.83","0.67%","34,72,092","consumer discretionary","trading","midcap",""
756,"Servotech Power Systems Ltd","SERVOTECH","70.76","0.67%","3,79,256","industrials","electric equipment","smallcap",""
757,"Onelife Capital Advisors Limited","ONELIFECAP","36.05","0.67%","1,25,272","financials","finance & investments","smallcap",""
758,"Uco Bank Ltd","UCOBANK","23.9","0.67%","26,15,016","bank","banks - public sector","largecap",""
759,"NIFTY50TR2XLEV","NIFTY50TR2XLEV","16,667.15","0.66%","0","indices","indices","smallcap",""
760,"NIFTY50PR2XLEV","NIFTY50PR2XLEV","10,931.95","0.66%","0","indices","indices","smallcap",""
761,"Axis Nifty ETF","AXISNIFTY","266.64","0.66%","53,730","indices","indices","smallcap",""
762,"AVG Logistics Ltd","AVG","164.06","0.66%","13,101","transportation","miscellaneous","smallcap",""
763,"Mmtc Limited","MMTC","58.35","0.66%","9,61,605","services","trading","midcap",""
764,"Bajaj Auto Limited","BAJAJ-AUTO","11,281","0.65%","1,21,620","auto","automobiles - scooters and 3 - wheelers","largecap",""
765,"Galaxy Surfactants Ltd","GALAXYSURF","2,261.3","0.65%","53,147","chemicals","chemicals","midcap",""
766,"Sakar Healthcare Ltd","SAKAR","1,135.85","0.65%","99,278","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
767,"Nucleus Software Exports Limited","NUCLEUS","679.55","0.65%","20,296","i.t","computers - software - medium / small","smallcap",""
768,"Bf Investment Limited","BFINVEST","442.4","0.65%","14,882","financials","finance & investments","smallcap",""
769,"Anik Industries Limited","ANIKINDS","43.28","0.65%","3,918","services","trading","smallcap",""
770,"Lumax Industries Limited","LUMAXIND","5,769","0.64%","4,537","auto","auto ancillaries","midcap",""
771,"Ramky Infrastructure Limited","RAMKY","312.15","0.64%","23,356","realty","construction","smallcap",""
772,"Paradeep Phosphates Ltd","PARADEEP","155.49","0.64%","14,65,807","chemicals","fertilizers","midcap",""
773,"Cybertech Systems And Software Limited","CYBERTECH","137.88","0.64%","12,819","i.t","computers - software - medium / small","smallcap",""
774,"Ishan Dyes and chemicals Ltd","ISHANCH","50.22","0.64%","33,410","chemicals","dyes and pigments","smallcap",""
775,"Maruti Suzuki India Limited","MARUTI","12,065","0.63%","2,83,642","auto","automobiles - passenger cars","largecap",""
776,"NIFTY50ADD","NIFTY50ADD","272.47","0.63%","83,770","n/a","indices","smallcap",""
777,"Seshasayee Paper And Boards Limited","SESHAPAPER","246.27","0.63%","34,098","building materials","paper","smallcap",""
778,"Nbcc (india) Limited","NBCC","82.86","0.63%","38,65,127","miscellaneous","miscellaneous","largecap",""
779,"Balkrishna Paper Mills Limited","BALKRISHNA","16","0.63%","3,471","services","trading","smallcap",""
780,"Shah Metacorp Ltd","SHAH","3.22","0.63%","16,40,107","metals & mining","steel - medium / small","smallcap",""
781,"GMR Airports Ltd","GMRAIRPORT","97.95","0.62%","1,01,08,888","miscellaneous","miscellaneous","largecap",""
782,"SMC Global Securities Ltd","SMCGLOBAL","85.6","0.62%","8,92,402","financials","finance & investments","smallcap",""
783,"LIC MF Nifty Midcap 100 ETF","LICNMID100","61.67","0.62%","2,811","indices","indices","smallcap",""
784,"XT Global Infotech Ltd","XTGLOBAL","29.44","0.62%","20,689","i.t","computers - software - medium / small","smallcap",""
785,"Shilpa Medicare Limited","SHILPAMED","1,013.45","0.61%","6,04,526","healthcare","pharmaceuticals - indian - formulations","midcap",""
786,"Kamat Hotels (i) Limited","KAMATHOTEL","237.13","0.61%","39,082","services","hotels","smallcap",""
787,"Lodha Developers Ltd","LODHA","1,165","0.6%","8,18,279","realty","construction","largecap",""
788,"Jindal Steel Ltd","JINDALSTEL","1,164.8","0.6%","4,23,334","metals & mining","steel - large","largecap",""
789,"Havells India Limited","HAVELLS","1,096.5","0.6%","3,08,307","consumer discretionary","electric equipment","largecap",""
790,"Century Enka Limited","CENTENKA","570.95","0.6%","19,070","textiles","textiles - manmade","smallcap",""
791,"Bajel Projects Ltd","BAJEL","173.14","0.6%","76,580","realty","engineering - turnkey services","smallcap",""
792,"Arkade Developers Ltd","ARKADE","125.48","0.6%","1,02,310","realty","construction","smallcap",""
793,"Vaswani Industries Limited","VASWANI","45.35","0.6%","21,654","metals & mining","steel - sponge iron","smallcap",""
794,"Laxmi Cotspin Ltd","LAXMICOT","13.31","0.6%","5,195","textiles","textiles - cotton/blended","smallcap",""
795,"DCM Financial Services Ltd","DCMFINSERV","5.02","0.6%","4,208","financials","finance & investments","smallcap",""
796,"Oriental Trimex Limited","ORIENTALTL","4.99","0.6%","34,099","services","trading","smallcap",""
797,"Sakuma Exports Limited","SAKUMA","1.67","0.6%","11,69,361","services","trading","smallcap",""
798,"Lux Industries Limited","LUXIND","1,174.7","0.59%","50,486","textiles","textiles - composite","smallcap",""
799,"Wonder Electricals Ltd","WEL","74.62","0.59%","4,39,933","consumer discretionary","electric equipment","smallcap",""
800,"Edelweiss Nifty Bank ETF","EBANKNIFTY","56.22","0.59%","11,066","indices","indices","smallcap",""
801,"Jain Irrigation Systems Limited","JISLJALEQS","28.75","0.59%","14,16,429","plastic products","plastics products","smallcap",""
802,"Mt Educare Limited","MTEDUCARE","1.7","0.59%","7,597","services","miscellaneous","smallcap",""
803,"Sagar Cements Limited","SAGCEM","152.64","0.58%","8,476","building materials","cement - south india","smallcap",""
804,"Jocil Limited","JOCIL","147.6","0.58%","1,945","chemicals","chemicals","smallcap",""
805,"Motilal Oswal Nifty Realty ETF","MOREALTY","87.07","0.58%","2,70,062","indices","indices","smallcap",""
806,"Andhra Paper Ltd","ANDHRAPAP","74.05","0.58%","4,41,096","building materials","paper","smallcap",""
807,"Adani Enterprises Limited","ADANIENT","2,916.5","0.57%","5,70,504","services","trading","largecap",""
808,"TBO Tek Ltd","TBOTEK","1,696.9","0.57%","52,783","i.t","travel agencies","midcap",""
809,"Godrej Industries Limited","GODREJIND","1,105.3","0.57%","2,62,360","chemicals","chemicals","largecap",""
810,"Aarti Pharmalabs Ltd","AARTIPHARM","939.55","0.57%","6,75,198","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
811,"Godrej Consumer Products Limited","GODREJCP","880","0.57%","2,88,234","fmcg","personal care - indian","largecap",""
812,"Himadri Speciality Chemical Limited","HSCL","678.75","0.57%","13,51,330","chemicals","chemicals","largecap",""
813,"Diamines & Chemicals Ltd","DIAMINESQ","248.25","0.57%","5,139","chemicals","chemicals","smallcap",""
814,"Gulshan Polyols Limited","GULPOLY","170.36","0.57%","80,764","n/a","indices","smallcap",""
815,"ICICI Prudential FMCG ETF","FMCGIETF","49.48","0.57%","7,20,342","indices","indices","smallcap",""
816,"Mangalam Drugs And Organics Limited","MANGALAM","31.83","0.57%","23,815","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
817,"Gtl Limited","GTL","7.03","0.57%","78,314","telecom-service","telecommunications - service provider","smallcap",""
818,"CNXNIFTYJUNIOR","CNXNIFTYJUNIOR","71,778.65","0.56%","0","indices","indices","smallcap",""
819,"NIFTYFINSERVICE","NIFTYFINSERVICE","25,094.85","0.56%","0","indices","indices","smallcap",""
820,"Grp Limited","GRPLTD","1,999","0.56%","456","fmcg","miscellaneous","smallcap",""
821,"Reliance Industries Limited","RELIANCE","1,226","0.56%","1,31,38,735","energy","refineries","largecap",""
822,"Sundram Fasteners Limited","SUNDRMFAST","1,178.9","0.56%","66,426","auto","auto ancillaries","largecap",""
